ID,OUTCOME
10258,1
832306,1
683723,1
356142,1
509205,1
143585,1
397143,1
504574,1
282340,1
383995,1
876819,1
419229,1
702291,1
63863,1
519099,1
380288,1
905040,1
45080,1
245822,1
542783,1
569170,1
628069,1
382081,1
625879,1
211255,1
504220,1
111751,1
116806,1
835722,1
183030,1
541148,1
225762,1
608726,1
53408,1
150499,1
250143,1
33046,1
5068,1
580824,0
327749,1
727329,1
69044,1
23342,1
630426,1
525760,1
172694,1
263469,1
679366,1
834238,1
260009,1
777797,1
255347,1
3711,1
63230,1
338691,1
220231,1
900341,1
985203,1
98912,1
390774,1
776892,1
74504,1
656234,1
561155,1
430793,1
654694,1
269877,1
398495,1
152403,1
549967,1
215937,1
966500,1
485286,1
597404,1
452818,1
771904,1
60487,1
392021,1
189290,1
183862,1
213227,1
287693,1
202955,1
373350,1
253909,1
797622,1
722044,1
170591,1
664608,1
17176,1
38969,1
175267,1
688873,1
926812,1
623675,1
934652,1
289685,1
1847,1
662468,1
461591,1
994976,1
411822,1
669836,1
477454,1
19825,1
9921,1
503126,1
943603,1
156420,1
642784,1
593460,1
519121,1
419370,1
199850,1
90025,1
226822,1
675180,1
811841,1
85481,1
993746,1
80435,1
446955,1
296379,1
204220,1
399655,1
668574,1
283893,1
54198,1
455505,1
231835,1
579421,1
559442,1
944425,1
933411,1
929365,1
457115,1
209961,1
595595,1
731852,1
624969,1
311246,1
855070,1
971744,1
214171,1
50536,1
294328,1
820784,1
49088,1
315581,1
519393,1
603088,1
478196,1
407215,1
960218,1
893008,1
169646,1
883494,1
123526,1
373539,1
316204,1
135598,1
91351,1
544881,1
696799,1
435210,1
46861,1
33325,1
401704,1
763633,1
375138,1
494380,1
27636,1
184732,1
315482,1
353619,1
393370,1
186651,1
449988,1
376051,1
475830,1
129474,1
334191,1
50977,1
416133,1
300712,1
58289,1
993448,1
696225,1
597027,1
482663,1
332547,1
494535,1
633510,1
462740,1
978354,1
290594,1
646131,1
688017,1
848508,1
495952,1
274472,1
467064,1
603239,1
285142,1
213094,1
416113,1
798217,1
489589,1
129068,1
452511,1
966132,1
160969,1
282580,1
101,1
508817,1
618318,1
272953,1
896565,1
208686,1
90376,1
28806,1
405520,1
11178,1
998155,1
579549,1
124527,1
219160,1
966209,1
617511,1
663023,1
628589,1
397241,1
1888,1
229593,1
262719,1
1216,1
330476,1
210325,1
45039,1
193611,1
334843,1
198269,1
233608,1
87405,1
11340,1
443064,1
161512,1
211649,1
101,1
346831,1
57707,1
841202,1
370411,1
484634,1
517310,1
483681,1
552270,1
552570,1
690890,1
30307,1
65866,1
256420,1
819218,1
193763,1
90450,1
171860,1
97923,1
918868,1
274136,1
471693,1
734744,1
265937,1
177721,1
784714,1
648314,1
845466,1
430072,1
193941,1
59652,1
680577,1
239577,1
634288,1
522010,1
220289,1
365103,1
544111,1
606480,1
638892,1
158883,1
90140,1
981467,1
623848,1
337195,1
4956,1
235066,1
243117,1
274118,1
292364,1
513973,1
370558,1
71971,1
499466,1
663323,1
215192,1
80846,1
962811,1
612805,1
805385,1
283631,1
391333,1
19607,1
238274,1
40978,1
336973,1
495261,1
592822,1
51924,1
234664,1
38964,1
414849,1
998869,1
238718,1
331221,1
340044,1
193041,1
65040,1
501506,1
299584,1
39974,1
54737,1
645211,1
327807,1
158027,1
5089,1
257599,1
357634,1
750728,1
6963,1
214503,1
153381,1
327085,1
999944,1
446737,1
2070,1
656015,1
509265,1
111175,1
193520,1
491601,1
826619,1
911372,1
451767,1
826219,1
976145,1
520881,1
286984,1
192485,1
67630,1
463694,1
290343,1
2872,1
27523,1
724,1
181737,1
448626,1
859181,1
455636,1
139918,1
46077,1
473859,1
240828,1
994375,1
535856,1
248833,1
737588,1
898470,1
440371,1
192151,1
512464,1
67897,1
71376,1
914019,1
791970,1
164342,1
706176,1
641486,1
144824,1
120000,1
257616,1
146694,1
676086,1
498966,1
902042,1
862,1
575934,1
290143,1
186702,1
169424,1
159207,1
188891,1
200170,1
103065,1
177644,1
152525,1
142222,1
718599,1
771109,1
506105,1
137182,1
43756,1
718414,1
757401,0
974097,1
682756,1
325,1
241997,1
195766,1
152351,1
68543,1
35470,1
98209,1
42876,1
811891,1
132027,1
678050,1
111145,1
87957,1
15202,1
304059,1
973024,1
200841,1
61944,1
542823,1
394337,1
627294,1
263453,1
963215,1
709243,1
811182,1
480513,1
164913,1
820828,1
675087,1
5511,1
780492,1
414775,1
239391,1
508714,1
470286,1
140680,1
855336,1
339858,1
977533,1
518965,1
806382,1
336006,1
118036,1
508085,1
739402,1
23115,1
207831,1
70978,1
451815,1
328682,1
998208,1
194912,1
838679,1
387983,1
913572,1
731603,1
714020,1
534297,1
59053,1
43743,1
321340,1
242926,1
807223,1
3057,1
678130,1
254052,1
556680,1
479484,1
541294,1
811168,1
295911,1
324508,1
298933,1
702452,1
544163,1
979335,1
667267,1
101,1
640426,1
220666,1
132422,1
281251,1
363446,1
373299,1
548156,1
263501,1
30617,1
530383,1
619021,1
236967,1
302914,1
48664,1
407897,1
238501,1
146636,1
429987,1
259924,1
854860,1
820155,1
641048,1
537325,1
402125,1
601298,1
173096,1
456813,1
88127,1
26464,1
612320,1
324149,1
906054,1
786137,1
960759,1
33445,1
84963,1
715062,1
943633,1
991283,1
81655,1
164974,1
477342,1
380306,1
298832,1
521185,1
211541,1
90561,1
254447,1
85401,1
338056,1
71247,1
65973,1
716859,1
382709,1
151706,1
42500,1
798696,1
726378,1
67863,1
992045,1
238007,1
467768,1
797398,1
872046,1
523004,1
824109,1
799871,1
823778,1
519990,1
679428,1
905636,1
108063,1
45086,1
989210,1
381112,1
648884,1
226779,1
433376,1
654850,1
11785,1
463035,1
369872,1
67492,1
169619,1
550847,1
482939,1
184284,1
309549,1
516729,1
198351,1
496803,0
8840,1
779079,1
402008,1
476,1
713996,1
880906,1
493472,1
72751,1
596720,1
341134,1
99172,1
834868,1
715325,1
652728,1
347754,1
715689,1
174331,1
41127,1
267973,1
733787,1
290170,1
933270,1
139050,1
71377,1
224632,1
572172,1
17827,1
607736,1
667000,1
532085,1
588916,1
899486,1
875934,1
264996,1
518495,1
15298,1
735724,1
265168,1
210103,1
573216,1
415178,1
69442,1
655708,1
923034,1
400887,1
635876,1
30302,1
372846,1
126902,1
516394,1
629104,1
137988,1
841465,1
414252,1
447319,1
488597,1
910122,1
102500,1
218531,1
475433,1
258032,1
859646,1
679073,1
162275,0
21131,1
277591,1
317875,1
776777,1
523294,1
358008,1
363491,1
242410,1
559119,1
339556,1
108132,1
437934,1
157760,1
244473,1
550148,1
198907,1
478260,1
311050,1
502670,1
154028,1
357692,1
775528,1
106007,1
615538,1
393285,1
516200,1
234037,1
399515,1
729871,1
796134,1
172986,1
128,1
567777,1
355675,1
88426,1
679,1
316298,1
43649,1
429849,1
684608,1
375174,1
258752,1
35403,1
66158,1
670343,1
713214,1
860230,1
40533,1
144537,1
898906,1
543369,1
236072,1
838557,1
90800,1
353728,1
376316,1
121773,1
477878,1
471090,1
654950,1
979003,1
118487,1
621166,1
21043,1
445843,1
457836,1
352271,1
95378,1
64410,1
407886,1
492158,1
641795,1
796039,1
653383,1
526532,1
305,1
160323,1
901899,1
413275,1
863640,1
451467,1
552804,1
261654,1
2938,1
651193,1
614307,1
157767,1
64612,1
103092,1
52812,1
760708,1
984420,0
687654,1
207017,1
555773,1
516333,1
322575,1
507144,1
683323,1
639264,1
482812,1
663460,1
481610,1
309415,1
515175,1
305687,1
144972,1
529922,1
372186,1
606669,1
816692,1
61298,1
108472,1
312198,1
913239,1
305456,1
515812,1
894143,1
566218,1
774674,1
894,1
830926,1
492372,1
402077,1
977606,1
450257,1
673374,1
159677,1
772275,1
53678,1
850943,1
636977,1
523982,1
4117,1
211439,1
1261,1
77813,1
245202,1
965391,1
204618,1
83016,1
848806,1
478835,1
447334,1
172490,1
473527,1
712305,1
678793,1
311902,1
292044,1
85031,1
57646,1
490836,1
190139,1
301613,1
75540,1
619212,1
323388,1
379819,1
838158,1
115558,1
519052,1
101661,1
470632,1
871228,1
397470,1
372846,1
860706,1
956263,1
604174,1
812287,1
56025,1
723128,1
230687,1
179068,1
210322,1
30625,1
243743,1
638010,1
351555,1
435904,1
534020,1
208319,1
175052,1
514631,1
512647,1
450232,1
348288,1
562255,1
6805,1
760813,1
431096,1
420818,1
127319,1
215734,1
525838,1
71221,1
297716,1
434066,1
340725,1
33592,1
607324,1
258119,1
733616,1
211420,1
994886,1
741990,1
81699,1
27822,1
929351,1
642117,1
539737,1
110238,1
659568,1
222771,1
29900,1
204738,1
587075,1
338557,1
200266,1
568905,1
22450,1
598515,1
749969,1
34147,1
877485,1
262636,1
195431,1
582033,1
288051,1
229930,1
585867,1
250423,1
742497,1
208531,1
502243,1
121107,1
231899,1
163428,1
159045,1
157492,1
432869,1
995331,1
27502,1
33415,1
689189,1
460658,1
263766,1
283284,1
289871,1
486925,1
523029,1
473520,1
894755,1
106732,1
347,1
217741,1
178368,1
863128,1
170104,1
609946,1
50267,1
75328,1
82693,1
4863,1
274717,1
381818,1
941273,1
654375,1
871525,1
573322,1
118525,1
42289,1
915723,1
964521,1
41278,1
284509,1
402048,1
555898,1
26910,1
16170,1
255664,1
931537,1
296439,1
357409,1
460004,1
861322,1
110697,1
13037,1
281658,1
475570,1
140575,1
241504,1
324154,1
581509,1
295974,1
501717,1
973639,1
374,1
350732,1
80361,1
429040,1
116434,1
71946,1
55946,1
150836,1
468671,1
81345,1
361072,1
286644,1
165478,1
831890,1
131594,1
720294,1
87512,1
445115,1
525161,1
977170,1
260024,1
43946,1
58186,1
374753,1
766691,1
200857,1
244733,1
257910,1
209555,1
9125,1
402065,1
269468,1
332444,1
751962,1
167144,1
496485,1
276760,1
33927,1
260923,1
446429,1
416311,1
519432,1
285598,1
162328,1
429477,1
200265,1
369811,1
38384,1
215988,1
787892,1
666986,1
227899,1
353086,1
397221,1
101,1
331,1
126507,1
354329,1
573087,1
273927,1
280837,1
242602,1
217480,1
61611,1
65878,1
258090,1
237318,1
40760,1
633063,1
611106,1
194534,1
512511,1
556880,1
930758,1
165806,1
745530,1
452948,1
66741,1
451498,1
601795,1
707803,1
596,1
84117,1
299776,1
29575,1
468438,1
534632,1
409347,1
174716,1
781616,1
281849,1
315712,1
362234,1
82064,1
73342,1
396433,1
169095,1
453195,1
527853,1
150483,1
555162,1
985329,1
448716,1
3074,1
164508,1
921640,1
107936,1
835362,1
240990,1
298806,1
256580,1
866170,1
581109,1
780626,1
971146,1
891963,1
338789,1
148907,1
379831,1
248692,1
327891,1
668564,1
257820,1
313972,1
63846,1
150057,1
431771,1
74739,1
285125,1
579457,1
442172,1
800570,1
610152,1
330928,1
730503,1
130474,1
160540,1
231464,1
399570,1
722590,1
954520,1
440711,1
325940,1
84884,1
913,1
6677,1
1092,1
634924,1
8084,1
684536,1
498957,1
484569,1
39439,1
1516,1
587651,1
1328,1
752122,1
53644,1
315047,1
100855,1
814299,1
121411,1
718043,1
253972,1
649660,1
90100,1
84481,1
789150,1
838722,1
211123,1
37862,1
90531,1
702637,1
892936,1
151503,1
229606,1
7728,1
282690,1
352998,1
694475,1
14788,1
552308,1
770740,1
39228,1
145465,1
407751,1
59397,1
189024,1
597182,1
413178,1
178191,1
150579,1
1146,1
476556,1
132923,1
186888,1
435959,1
549905,1
957092,1
176683,1
45107,1
165821,1
314313,1
207782,1
991648,1
129078,1
228436,1
191604,1
9799,1
418091,1
311269,1
111521,1
318625,1
272433,1
791657,1
306758,1
536964,1
872156,1
288027,1
576952,1
331940,1
209970,1
876613,1
143426,1
40278,1
476676,1
523372,1
210423,1
778687,1
988272,1
354475,1
309069,1
47478,1
651029,1
495280,1
498834,1
26639,1
278207,1
440279,1
228975,1
345271,1
205671,1
532282,1
83756,1
291936,1
269148,1
189796,1
272886,1
817534,1
267893,1
722915,1
81013,1
623249,1
993832,1
182580,1
490795,1
653104,1
502129,1
559544,1
66541,1
198699,1
184632,1
654981,1
83520,1
207913,1
457015,1
648407,1
912851,1
291168,1
763715,1
181839,1
798440,1
443530,1
208547,1
237378,1
36379,1
494822,1
529970,1
113390,1
73596,1
119982,1
80459,1
504901,1
742105,1
97463,1
5381,1
328613,1
691927,1
47141,1
411792,1
536,1
219543,1
230648,1
765132,1
208046,1
871077,1
161028,1
847578,1
210045,1
101,1
634115,1
102058,1
48625,1
770946,1
604184,1
439988,1
470017,1
269069,1
498353,1
966204,1
428355,1
49128,1
838618,1
149638,1
382470,1
259104,1
469937,1
45289,1
995452,1
839051,1
76893,1
226214,1
561506,1
304121,1
416722,1
53326,1
32891,1
49886,1
580396,1
522292,1
781813,1
407826,1
152138,1
762417,1
158266,1
770164,1
254823,1
30267,1
909090,1
457900,1
13457,1
808930,1
15514,1
998651,1
586252,1
904112,1
454298,1
294544,1
153717,1
617364,1
984071,1
294228,1
93024,1
608018,1
999938,1
639485,1
114076,1
876244,1
79972,1
483094,1
18920,1
491721,1
31134,1
262668,1
530284,1
689007,1
586786,1
326699,1
239840,1
359338,1
100203,1
907433,1
54191,1
23924,1
265945,1
411486,1
244077,1
9892,1
513102,1
790282,1
357548,1
81278,1
318621,1
68905,1
5782,1
762614,1
610363,1
385438,1
573227,1
387486,1
459760,1
345563,1
207079,1
965085,1
558117,1
400778,1
725516,1
115353,1
922781,1
41103,1
53580,1
212237,1
304701,1
116231,1
432482,1
349298,1
299421,1
480864,1
19667,1
598857,1
78544,1
80365,1
100130,1
276508,1
312154,1
355576,1
415170,1
365529,1
771804,1
356679,1
26992,1
85162,1
454076,1
643103,1
333891,1
504663,1
180729,1
775469,1
230824,1
999754,1
443581,1
520186,1
359570,1
67166,1
443122,1
995642,1
689431,1
31696,1
778683,1
99722,1
739307,1
757343,1
380244,1
500236,1
299553,1
387777,1
115344,1
403294,1
217300,1
65705,1
265123,1
831962,1
106819,1
104118,1
388918,1
631686,1
561576,1
599700,1
476194,1
535245,1
499488,1
59291,1
909209,1
797391,1
437354,1
85262,1
98162,1
769986,1
329736,1
384106,1
35644,1
278660,1
275751,1
208168,1
902063,1
189124,1
226977,1
344666,1
169944,1
896494,1
832477,1
534099,1
352066,1
314798,1
863518,1
704908,1
482844,1
790759,1
206248,1
398861,1
825556,1
500336,1
314009,1
329421,1
607975,1
132521,1
214205,1
343830,1
541893,1
269327,1
765314,1
442882,1
504643,1
53023,1
695161,1
57065,1
486012,1
627227,1
362900,1
379177,1
105073,1
580529,1
426602,1
951328,1
44861,1
710983,1
816969,1
400014,1
3761,1
142498,1
394814,1
267743,1
240608,1
43810,1
199684,1
467161,1
984590,1
54114,1
314723,1
458056,1
530267,1
41506,1
246542,1
270646,1
423373,1
309051,1
685074,1
62629,1
223702,1
63420,1
581479,1
1704,1
9424,1
689722,1
947940,1
689105,1
65640,1
59707,1
486751,1
821980,1
347167,1
220105,1
261316,1
657325,1
93570,1
3443,1
996670,1
236065,1
32492,1
579895,1
996660,1
781273,1
620204,1
756795,1
7898,1
330327,1
359046,1
783573,1
271501,1
567130,1
2312,1
60577,1
691451,1
102555,1
117944,1
183264,1
647505,1
43871,1
341251,1
501648,1
987292,1
682703,1
704573,1
302666,1
44550,1
809000,1
750218,1
277633,1
742099,1
524620,1
701515,1
609765,1
380310,1
192974,1
344015,1
57625,1
461668,1
100442,1
205734,1
719649,1
62128,1
659866,1
591370,1
88779,1
1725,1
657050,1
714877,1
473557,1
311104,1
48178,1
97270,1
245785,1
242,1
897482,1
723497,1
399461,1
355899,1
51901,1
391175,1
995756,1
278656,1
116202,1
863129,1
37854,1
137101,1
63428,1
267118,1
366175,1
90386,1
771306,1
347244,1
983502,1
463421,1
493959,1
195480,1
922702,1
147849,1
389647,1
809234,1
148991,1
447958,1
396132,1
85873,1
453128,1
18008,1
133703,1
398397,1
167928,1
905412,1
937805,1
698746,1
159967,1
106237,1
124521,1
958952,1
302136,1
530505,1
229835,1
684444,1
910285,1
2019,1
569738,1
516597,1
142882,1
2463,1
296295,1
250407,1
308301,1
154736,1
427771,1
351464,1
105043,1
501129,1
146101,1
184847,1
266451,1
207548,1
17272,1
18930,1
101104,1
83211,1
335275,1
371278,1
72270,1
833335,1
440500,1
423022,1
55088,1
172748,1
318603,1
217461,1
16447,1
849915,1
289402,1
356632,1
925163,1
297302,1
463683,1
471269,1
654760,1
298841,1
913917,1
61859,1
713692,1
380852,1
203980,1
880393,1
375840,1
321781,1
352420,1
443927,1
238952,1
763817,1
302399,1
64005,1
460664,1
97717,1
988659,1
892384,1
477230,1
121971,1
353017,1
978881,1
181492,1
772611,1
625589,1
44643,1
5318,1
120599,1
281342,1
492567,1
284264,1
518367,1
2889,1
172519,1
276974,1
168072,1
109924,1
304756,1
515143,1
199434,1
280617,1
268811,1
273,1
284585,1
841116,1
355083,1
213757,1
319857,1
410382,1
5643,1
433771,1
184672,1
241620,1
905626,1
163294,1
967604,1
899130,1
998938,1
295435,1
163645,1
192721,1
757679,1
414700,1
944,1
612445,1
108652,1
91951,1
467149,1
256013,1
394530,1
371943,1
494903,1
887816,1
27828,1
404559,1
76797,1
45048,1
696569,1
128756,1
337632,1
468774,1
980844,1
886229,1
753870,1
679291,1
981947,1
36578,1
887039,1
143148,1
118204,1
40734,1
355215,1
738893,1
409679,1
219566,1
457279,1
477988,1
595075,1
226399,1
33418,1
472688,1
297051,1
68547,1
786573,1
766217,1
127739,1
298295,1
628515,1
396744,1
308567,1
408153,1
233510,1
544046,1
929347,1
173816,1
208499,1
219918,1
995978,1
382407,1
454225,1
319795,1
18468,1
288333,1
804700,1
516266,1
107033,1
191966,1
415442,1
68906,1
444788,1
7076,1
689770,1
387032,1
412385,1
568817,1
461258,1
282187,1
814806,1
740811,1
219720,1
546338,1
817767,1
53293,1
199761,1
866012,1
805671,1
116531,1
674044,1
980003,1
88022,1
324004,1
98150,1
691556,1
115097,1
11351,1
39490,1
343194,1
947175,1
192416,1
106774,1
546288,1
384450,1
320861,1
256307,1
823614,1
69080,1
313232,1
328431,1
26917,1
414628,1
29617,1
622920,1
424913,1
688711,1
1281,1
40886,1
427017,1
328497,1
129379,1
242487,1
276111,1
453607,1
360031,1
808122,1
725114,1
18517,1
272862,1
169354,1
257520,1
203145,1
126046,1
823688,1
804424,1
432309,1
592698,1
67042,1
84898,1
579201,1
255361,1
922392,1
464,1
951667,1
919754,1
380431,1
146758,1
122129,1
948813,1
452213,1
699270,1
469210,1
208202,1
76557,1
642834,1
166039,1
968099,1
477770,1
687014,1
378613,1
62955,1
523640,1
915915,1
153670,1
873302,1
6609,1
515406,1
328915,1
2590,1
624705,1
81570,1
122275,1
562854,1
567386,1
182280,1
260672,1
990189,1
551261,1
957740,1
227264,1
88092,1
629286,1
353130,1
706156,1
533128,1
340066,1
404830,1
332454,1
603742,1
49722,1
3293,1
300209,1
951019,1
577527,1
345383,1
375758,1
704684,1
160861,1
40075,1
295814,1
441147,1
419271,1
233365,1
18612,1
698970,1
506846,1
346583,1
517465,1
968836,1
585549,1
683189,1
625022,1
217619,1
202127,1
871,1
957268,1
18310,1
181922,1
623619,1
255623,1
236454,1
511845,1
362387,1
6983,1
158289,1
124878,1
756003,1
506516,1
409340,1
881738,1
566435,1
96855,1
234644,1
380246,1
385541,1
463428,1
232372,1
839931,1
781738,1
897709,1
373926,1
27075,1
946495,1
833145,1
619461,1
915102,1
255076,1
936282,1
894523,1
272586,1
117179,1
426782,1
195412,1
73420,1
112431,1
123463,1
605942,1
22015,1
383062,1
586005,1
79011,1
216004,1
1435,1
1203,1
71686,1
474001,1
303626,1
491400,1
953906,1
283149,1
300900,1
823170,1
682476,1
660825,1
227116,1
823931,1
95206,1
524755,1
29989,1
884528,1
478532,1
171870,1
455126,1
155796,1
144738,1
236232,1
380182,1
964883,1
889054,1
391939,1
134287,1
85005,1
371342,1
332457,1
570663,1
259348,1
206197,1
211165,1
262716,1
213563,1
202368,1
152359,1
773762,1
274291,1
43619,1
602943,1
432654,1
995240,1
642239,1
40408,1
209614,1
239972,1
321079,1
740217,1
610665,1
31240,1
260797,1
384788,1
429188,1
586044,1
71549,1
364965,1
459559,1
422566,1
35572,1
611318,1
570600,1
787450,1
425905,1
371249,1
103011,1
53289,1
409617,1
40611,1
37137,1
441973,1
209207,1
439410,1
348398,1
275817,1
297167,1
279761,1
209563,1
181781,1
619842,1
606040,1
763953,1
751752,1
959975,1
201,1
674214,1
943901,1
254791,1
165808,1
726163,1
125755,1
213369,1
212721,1
165275,1
282006,1
387765,1
64438,1
315885,1
888676,1
363741,1
463678,1
919199,1
423500,1
963227,1
199367,1
561762,1
370046,1
389062,1
968170,1
112738,1
245411,1
378304,1
491303,1
11328,1
966573,1
4920,1
193125,1
3080,1
873644,1
406511,1
54105,1
317529,1
394564,1
984481,1
27077,1
569716,1
32717,1
830952,1
